# x_1,x_2,Class_label
-2.76078828e+02,1.90642243e+02,0
-2.25850989e+01,-2.53644299e+02,1
3.94602570e+01,-1.88180394e+02,1
1.88348118e+01,-2.84077672e+02,1
4.63919577e+01,-2.23596286e+02,1
2.94862209e+01,-2.27030993e+02,1
-2.68655565e+02,2.43671106e+02,0
5.97203738e+01,-1.51202046e+02,1
2.36128524e+01,-2.03272476e+02,1
7.39106131e+01,-1.24048040e+02,1
1.84778149e+01,-1.70971556e+02,1
-2.80010770e+02,2.54240634e+02,0
-2.82971831e+02,2.36048605e+02,0
1.64405614e+01,-2.05530969e+02,1
2.33980209e+01,-1.88990355e+02,1
-2.90185965e+02,2.38372029e+02,0
-2.96624985e+02,3.27094432e+02,0
-2.82134383e+02,2.11403030e+02,0
1.59209251e+01,-1.58725095e+02,1
-2.56449122e+02,2.73868253e+02,0
1.34243681e+01,-2.10933680e+02,1
2.73943732e+01,-2.17613999e+02,1
-2.66721155e+02,2.30491182e+02,0
2.61728687e+01,-2.54867875e+02,1
1.66046866e+01,-2.13754980e+02,1
-2.84824955e+02,2.43315108e+02,0
2.05735276e+01,-1.92191105e+02,1
-2.51108109e+02,1.65358464e+02,0
9.63129884e+00,-2.54978137e+02,1
4.29002471e+01,-2.08415186e+02,1
2.54279501e+01,-2.31732221e+02,1
4.10034417e+00,-2.35643031e+02,1
-2.60732979e+02,1.98980183e+02,0
-2.58508914e+02,2.04621453e+02,0
3.76640965e+01,-2.25480019e+02,1
-2.32062790e+02,1.23638525e+02,0
-2.77881591e+02,2.87425643e+02,0
-2.68754534e+02,2.36560072e+02,0
-2.23007437e+02,1.90608956e+02,0
-9.73374095e+00,-2.80590810e+02,1
-2.73479929e+02,2.41246695e+02,0
-2.81053911e+02,2.69155380e+02,0
-2.53866999e+02,1.99677700e+02,0
-2.90946360e+02,2.75786031e+02,0
-2.82736573e+02,2.98813564e+02,0
5.00633083e+01,-2.73149357e+02,1
-2.83350714e+02,2.80076195e+02,0
-2.80299723e+02,2.25222422e+02,0
-2.66868733e+02,2.02645412e+02,0
-6.67642747e+00,-2.86359063e+02,1
-2.39785663e+02,2.16487075e+02,0
3.66087308e+01,-1.92482517e+02,1
-2.55939928e+02,2.39376943e+02,0
2.91061094e+01,-2.10053043e+02,1
4.08577895e+01,-1.58205634e+02,1
2.17196404e+01,-2.67780266e+02,1
9.61342269e+00,-2.44373393e+02,1
3.42844758e+01,-1.85588760e+02,1
-2.40026164e+02,2.84448278e+02,0
3.24083571e+00,-2.58722763e+02,1
-1.58002695e-02,-2.62104524e+02,1
3.51879306e+01,-2.26243709e+02,1
1.92631477e+01,-2.76375305e+02,1
-2.30155597e+02,1.69838328e+02,0
-2.84665350e+02,2.54155616e+02,0
-2.73480942e+02,2.34039390e+02,0
1.64488365e+01,-2.32046294e+02,1
-2.42609983e+02,1.83471485e+02,0
4.54939415e+01,-2.35017983e+02,1
-2.41305090e+01,-2.57831801e+02,1
-2.59908049e+02,1.85105395e+02,0
1.96866411e+01,-2.42244622e+02,1
1.58896156e+01,-2.39167156e+02,1
-2.90827099e+02,2.04461483e+02,0
-2.53081344e+02,2.11508466e+02,0
-4.32616012e+00,-1.76651140e+02,1
1.78842303e+01,-2.07719943e+02,1
-2.32961327e+02,1.52972618e+02,0
-2.70117595e+02,2.14769607e+02,0
-2.50873516e+02,1.81506211e+02,0
-2.65874812e+02,2.12977433e+02,0
-2.73638240e+02,2.48902600e+02,0
-2.74215704e+02,2.72082325e+02,0
-2.69234822e+02,2.54313791e+02,0
1.52079313e+01,-2.57742478e+02,1
-6.66761081e+00,-2.44566605e+02,1
-2.80776426e+02,2.11607573e+02,0
1.13959555e+01,-2.69455811e+02,1
-3.11336673e+02,3.51717196e+02,0
-2.64210465e+02,2.55002221e+02,0
1.41866029e+01,-2.22234302e+02,1
6.00280875e+01,-2.14973803e+02,1
-2.71495777e+02,2.31603966e+02,0
-1.72595124e+01,-2.59571664e+02,1
1.11048332e+01,-2.13069564e+02,1
4.14557963e+01,-1.78930398e+02,1
-2.46026472e+02,2.24534104e+02,0
-4.27664068e+00,-2.93844675e+02,1
3.89816871e+01,-1.46439979e+02,1
7.66267667e+01,-2.10100927e+02,1
1.94877839e+01,-2.19154290e+02,1
1.85018266e+01,-1.93862579e+02,1
2.43957649e+01,-2.51584056e+02,1
4.18423869e+00,-2.76223358e+02,1
5.74436302e+01,-1.96792331e+02,1
-2.80924386e+02,1.83531385e+02,0
2.27869033e+00,-2.79470409e+02,1
-2.41173007e+02,1.95789552e+02,0
-3.01175048e+02,2.04776092e+02,0
-2.61963633e+02,2.87628540e+02,0
9.82782785e-01,-2.24316008e+02,1
4.08206851e+01,-2.01012135e+02,1
-2.86827759e+02,3.07263057e+02,0
1.21639380e+01,-2.79367253e+02,1
2.12827078e+01,-2.25544615e+02,1
-2.71883711e+02,2.12831875e+02,0
4.52180709e+01,-1.66474208e+02,1
-1.78948965e+00,-2.38227712e+02,1
-2.42632965e+02,2.83869092e+02,0
-2.54499761e+02,1.49301538e+02,0
4.65341237e+01,-1.81328210e+02,1
-2.38603257e+02,2.17898014e+02,0
-3.09316707e+02,2.78961635e+02,0
-2.58795557e+02,2.27037711e+02,0
1.47613787e+01,-2.37461153e+02,1
4.19028045e+01,-2.33980741e+02,1
-2.87677050e+02,2.68277924e+02,0
9.00657373e+00,-2.53926698e+02,1
3.59445790e+01,-2.15823658e+02,1
-2.65504329e+02,1.82269580e+02,0
6.02280415e+01,-1.72228815e+02,1
-1.54234537e+01,-2.38948860e+02,1
7.39143933e+01,-1.18729325e+02,1
6.09252831e+01,-1.66970746e+02,1
-2.33715985e+02,1.49415785e+02,0
2.81544935e+01,-1.99711637e+02,1
-9.50115356e+00,-2.56652479e+02,1
-2.43317511e+02,2.42354833e+02,0
8.93792181e+00,-3.18192667e+02,1
3.94907509e+01,-2.37196228e+02,1
2.51382206e+01,-2.21988430e+02,1
2.11099792e-01,-1.78091607e+02,1
2.80632141e+01,-2.52484856e+02,1
-2.68166694e+02,2.03282460e+02,0
-2.64244213e+02,2.18135489e+02,0
-2.61086821e+02,2.47253238e+02,0
-2.36891615e+02,1.81248702e+02,0
1.19050310e+01,-1.86292662e+02,1
1.87571031e+01,-2.02597847e+02,1
-2.77553556e+02,2.30024481e+02,0
-2.64870037e+02,1.43906687e+02,0
-2.47140512e+02,1.77467861e+02,0
-2.60575202e+02,2.10950820e+02,0
-2.72046339e+02,2.22889659e+02,0
1.31285524e+01,-2.70589415e+02,1
-2.78176928e+02,2.54632584e+02,0
-2.85958500e+02,2.59328718e+02,0
-2.79743260e+02,2.81917316e+02,0
-8.79671147e+00,-2.51576454e+02,1
-2.98661458e+02,2.82528322e+02,0
-2.44450565e+02,2.09283229e+02,0
-2.87552548e+02,2.77348526e+02,0
-2.63561062e+02,2.71203608e+02,0
-2.76858365e+02,2.20611708e+02,0
4.20694206e+00,-2.58823415e+02,1
1.23870370e+01,-2.35514520e+02,1
-2.66850985e+02,2.15988567e+02,0
5.05020877e+01,-1.91969918e+02,1
-2.66646825e+02,2.42068775e+02,0
-3.16227484e+02,3.39438888e+02,0
1.06171971e+01,-2.83492268e+02,1
6.16477454e+01,-1.18239763e+02,1
4.51629097e+01,-1.78103531e+02,1
2.84024131e+01,-1.93935251e+02,1
2.72742890e+01,-2.03154150e+02,1
5.37808979e+01,-1.42787874e+02,1
-2.70290457e+02,1.91316538e+02,0
-2.56696366e+02,1.94131816e+02,0
-2.72335927e+02,2.19898214e+02,0
-2.75188714e+02,1.83553711e+02,0
-2.63285711e+02,1.67617552e+02,0
3.00471123e+01,-1.83405041e+02,1
-2.77137932e+02,2.38378264e+02,0
-1.99271924e+02,4.70104596e+01,0
7.72828233e+00,-2.31521923e+02,1
-2.50606858e+02,1.64750716e+02,0
2.96656923e+01,-2.63852303e+02,1
1.99217804e+01,-2.72983427e+02,1
-2.44647552e+02,1.61699285e+02,0
-2.97587315e+02,3.23031672e+02,0
-2.74851702e+02,2.34110049e+02,0
2.67881134e+01,-2.07246034e+02,1
2.97544563e+01,-1.86590855e+02,1
2.30061589e+01,-1.98780333e+02,1
6.23897582e+01,-1.93064020e+02,1
4.27647599e+01,-2.37645280e+02,1
-2.63873311e+02,2.03372941e+02,0
-2.39050849e+02,2.72664118e+02,0
1.38077459e+01,-2.96698745e+02,1
-2.89073314e+02,2.55363191e+02,0
2.17777832e+01,-2.51840483e+02,1
5.85851212e+01,-1.86802029e+02,1
-2.54730723e+02,2.43848274e+02,0
-2.83447545e+02,3.02923307e+02,0
-2.64456567e+02,2.03341225e+02,0
1.73233910e+01,-2.68529090e+02,1
-3.04324999e+02,3.08295345e+02,0
-2.80608403e+02,2.58888985e+02,0
5.75967879e+01,-2.24023601e+02,1
-2.92863222e+02,2.87978547e+02,0
-2.74341142e+02,1.99277188e+02,0
7.37341489e+01,-1.65267436e+02,1
-2.59695600e+02,1.79817435e+02,0
1.87703410e+01,-2.41583728e+02,1
-2.66235460e+02,2.06696313e+02,0
-2.89709669e+02,1.60950758e+02,0
4.46851211e+01,-2.50673137e+02,1
-2.51298357e+02,1.86753032e+02,0
1.17747447e+01,-2.58172387e+02,1
3.49536002e+01,-2.09185885e+02,1
-1.62086841e+00,-2.55891456e+02,1
-3.01980390e+02,3.09917634e+02,0
4.23851763e+01,-2.43610641e+02,1
3.18850830e+01,-2.32585020e+02,1
-2.70675478e+02,2.35619949e+02,0
-2.75370001e+02,2.74803284e+02,0
1.66158301e+01,-2.48024549e+02,1
3.71754907e+01,-2.33859916e+02,1
-2.56342308e+02,2.72441061e+02,0
4.13695345e+01,-2.05927299e+02,1
-2.88781583e+02,3.00834190e+02,0
-2.82310509e+02,1.96399431e+02,0
-2.42308007e+02,1.50403158e+02,0
1.22552434e+00,-1.92800264e+02,1
7.58138846e+00,-2.30481341e+02,1
-2.69266700e+02,1.88555738e+02,0
2.62483091e+01,-2.59313998e+02,1
