# x_1,x_2,Class_label
9.10414735e+00,-4.75310103e+01,1
2.08994046e+01,-4.69932960e+01,1
-2.04631905e+02,8.50639949e+01,0
-2.09810295e+02,1.02833691e+02,0
-2.37205398e+02,1.11764538e+02,0
-2.81965599e+02,8.60907469e+01,0
-2.12509147e+02,1.18253078e+02,0
-1.43503607e+02,1.35009955e+02,0
-2.42045283e+02,7.66937583e+01,1
9.30782697e+01,-1.34850903e+01,1
-1.75701069e+02,9.28923405e+01,0
-2.08203580e+02,1.99794120e+02,0
-1.71930159e+02,1.46263972e+02,0
-1.42861310e+02,9.41514078e+01,0
1.92588678e+02,2.45592069e+01,1
-1.03727786e+01,-5.49334684e+01,1
-1.47118632e+02,1.11656172e+02,0
-1.98904549e+01,-5.78430428e+01,1
7.28475159e+01,-2.27841376e+01,1
-1.02304319e+01,-5.21971133e+01,1
-1.50591681e+02,1.00982747e+02,0
2.63999977e+01,-4.55601615e+01,1
-1.51374936e+02,9.95229624e+01,0
-1.53161063e+02,9.97340144e+01,0
-1.66181013e+02,8.52046784e+01,0
-1.25194474e+02,1.11029078e+02,0
-1.27662075e+02,1.33894213e+02,0
4.27018921e+01,-3.28343192e+01,1
-2.24974010e+02,1.05823342e+02,0
-1.76823721e+02,7.14993238e+01,0
1.24289881e+02,-4.56206495e+00,1
-2.46361258e+02,7.91035039e+01,0
5.52314251e+01,-3.40206128e+01,1
-1.11510829e+02,1.23863703e+02,0
1.15898452e+02,-1.04980667e+01,1
-1.07812745e+02,-9.41548585e+01,1
-1.77352322e+02,9.19105487e+01,0
-9.42574130e+01,-8.94074351e+01,1
-2.63079125e+02,6.27310635e+01,0
-1.68268163e+02,1.13617283e+02,0
-3.93672240e+01,-6.40200691e+01,1
2.63615141e+01,-4.17976760e+01,1
-1.61701720e+02,1.34361394e+02,0
4.53339424e+01,-3.22548819e+01,1
-1.91928523e+02,1.36852527e+02,0
-1.34473738e+02,1.24287351e+02,0
7.93768078e+01,-2.24655534e+01,1
-1.40436476e+02,1.32943735e+02,0
-1.43045989e+02,1.33918498e+02,0
-3.50117005e+01,-6.43365817e+01,1
-2.72260931e+02,7.87950299e+01,0
8.87913438e+01,-1.34899057e+01,1
-5.12596775e+01,-7.36902251e+01,1
-1.74328919e+02,1.06194528e+02,0
-6.43540083e+01,-7.94322390e+01,1
-1.76734838e+02,1.35135620e+02,0
-1.54058146e+02,1.61044554e+02,0
-1.34191874e+02,8.44926845e+01,0
9.02820984e+01,-2.07563005e+01,0
-7.66979856e+01,-7.85580604e+01,1
-2.75350849e+02,5.95847951e+01,0
2.32301648e+02,3.51772620e+01,1
-2.00601523e+02,1.30466351e+02,0
-1.37640129e+02,1.37388003e+02,0
1.14851265e+02,-6.94911576e+00,1
1.25968231e+00,-5.32926189e+01,1
1.35497840e+01,-4.69032982e+01,1
-1.82469621e+02,8.19146839e+01,0
4.83717909e+01,-3.11519993e+01,1
-1.85873161e+02,1.03076452e+02,0
-4.26013060e+01,-6.45641267e+01,1
-2.07311930e+02,3.41202666e+01,0
-3.00341181e+02,5.10369185e+01,0
-2.09244443e+02,7.55221791e+01,0
-2.44286754e+02,1.10923971e+02,0
-1.40141375e+02,1.13889305e+02,0
-8.32472716e-01,-5.10142616e+01,1
3.73648679e+01,-3.83335367e+01,1
-2.10724855e+02,1.37440501e+02,0
-2.40878484e+01,-6.12481256e+01,1
6.00334664e+00,-5.11141371e+01,1
-2.59085049e+02,1.31061718e+01,0
-2.46116209e+01,-5.96711874e+01,1
-1.80603544e+00,-5.19606349e+01,1
-2.30066110e+02,1.70032421e+01,0
2.76558891e+01,-4.16391430e+01,1
-2.37995000e+02,1.65376158e+02,0
-2.53797152e+02,2.45579664e+01,0
-1.38633383e+02,1.47351245e+02,0
-3.11978161e+01,-6.43346507e+01,1
3.97245957e+01,-3.92387039e+01,1
8.28626421e+01,-1.78333946e+01,1
-2.33206059e+02,8.15970143e+01,0
-9.60001136e+01,-8.95493943e+01,1
-3.32149543e+01,-6.25557158e+01,1
1.62361762e+01,-4.14901823e+01,1
-4.83740626e+01,-7.40364855e+01,1
-1.24138283e+02,1.50085507e+02,0
5.94760766e+01,-3.27143398e+01,1
-2.37029408e+02,8.19525107e+01,0
-4.33264093e+01,-6.91131887e+01,1
-1.34058940e+02,1.29021551e+02,1
-2.25265349e+02,1.17059929e+02,0
-1.94203702e+02,6.42809664e+01,0
2.08122037e+02,2.43880181e+01,0
5.28197534e+01,-3.51542603e+01,1
1.98528527e+02,2.11906719e+01,1
-3.17738127e+01,-6.64174480e+01,1
-2.33555717e+02,-1.30982987e+01,0
-6.42153009e+01,-7.18818967e+01,1
1.11601837e+01,-4.57479027e+01,1
2.40338975e+01,-4.37958160e+01,1
-1.96026408e+02,1.30715908e+02,0
-1.93723431e+02,2.65885828e+01,0
-1.41400121e+02,6.36386937e+01,0
1.81367379e+01,-4.37262234e+01,1
-1.79737527e+02,8.12772269e+01,0
-2.23998541e+02,1.20357341e+02,0
-8.95820423e+01,1.41551618e+02,0
-9.48735503e+01,-8.37918560e+01,1
-1.67220599e+01,-5.39442886e+01,1
-2.29685302e+02,3.48675502e+01,0
-1.27227543e+02,1.64564933e+02,0
-3.35423212e+01,-6.64325560e+01,1
-8.88844688e+01,-8.51289532e+01,1
-2.57853449e+02,1.18845416e+02,0
6.58053629e+01,-2.39192729e+01,1
-1.31471545e+02,1.52192118e+02,0
-8.37139610e+00,-5.35999276e+01,1
-2.25393805e+01,-5.70077758e+01,1
1.37334707e+01,-4.54056917e+01,1
-2.36887794e+02,9.99156181e+01,0
-3.41874269e+02,5.36173710e+01,0
-2.18648620e+02,9.10289427e+01,0
1.27367296e+02,-2.89488752e+00,1
-6.20456738e+01,-7.43164191e+01,1
-1.65725595e+02,1.44262579e+02,0
-1.95646758e+02,1.08764758e+02,0
-3.17669590e+01,-6.36022575e+01,1
6.33022463e+00,-4.82913910e+01,1
-2.60662301e+01,-6.24802021e+01,1
1.79930183e+01,-4.74248389e+01,1
-1.51569234e+02,1.07284838e+02,0
3.88168689e+01,-3.69141937e+01,1
-2.28027849e+02,1.13295868e+02,0
-1.47935558e+02,1.66404069e+02,0
-2.20656183e+02,1.50937894e+02,0
2.20407096e+02,2.97389631e+01,1
-2.80137242e+02,9.31584602e+01,0
-1.01603248e+01,-5.27998904e+01,1
